url_anuncio,img_anuncio,categoria_anuncio,titulo_endereco,subtitulo_endereco,subtitulo_frase,preco,area_privativa,lista_detalhes,img_anunciante,nome_anunciante,creci,pagina
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-sqnw-310-bloco-c-987553,https://img.dfimoveis.com.br/fotos/987553/8703527eb62d8f8c362149a89222839a.jpg?format=webp,Super Destaque,"SQNW 310 Bloco C, NOROESTE, BRASILIA",,SQNW 310 NOROESTE 1 QUARTO  1 VAGA LAZER,690.000,40 m²,"40 m², 1 Quarto, 1 Vaga",https://img.dfimoveis.com.br/logos/8120/100x68/2fd9243fc564176a693e46923edac01c.jpg?format=webp,Bloco Imob,0025854,12
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-309-710896,https://img.dfimoveis.com.br/fotos/710896/4db25f4773812142053b27298460cfa0.jpg?format=webp,Super Destaque,"SQNW 309, NOROESTE, BRASILIA",,,1.260.000,80 m²,"80 m², 2 Quartos, 2 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/52/100x68/6aa5b29b666a282b28e9857d7517cbe3.jpg?format=webp,Lamartine Imóveis,9451,12
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-k-957105,https://img.dfimoveis.com.br/fotos/957105/054f141131ff79f6cb32537fb9e3e325.jpg?format=webp,Super Destaque,"SQNW 110 Bloco K, NOROESTE, BRASILIA",,"4 suites, 3 vagas + depósito, canto, nascente, 3o andar",2.790.000,185 m²,"185 m², 4 Quartos, 4 Suítes, 3 Vagas",https://img.dfimoveis.com.br/logos/382/100x68/5d19c0da0b3d22e55dfa83365b470cdc.jpg?format=webp,Conexão Brasília,24791,13
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-307-bloco-j-778772,https://img.dfimoveis.com.br/fotos/778772/3fbb98a78f5b576ed0f9a68f276d51be.jpg?format=webp,Super Destaque,"SQNW 307 Bloco J, NOROESTE, BRASILIA",,Nivio Gonçalves,1.222.000,74 m²,"74 m², 2 Quartos, 1 Suíte, 2 Vagas",https://www.dfimoveis.com.br/Content/images/sem-foto.jpg,Lady Araújo ,25610,13
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-302-bloco-a-1032223,https://img.dfimoveis.com.br/fotos/1032223/05f49393ffdec4930a4c42955549fe4c.jpg?format=webp,,"SQNW 302 Bloco A, NOROESTE, BRASILIA",,,1.150.000,69 m²,"69 m², 2 Quartos, 1 Suíte, 2 Vagas",https://www.dfimoveis.com.br/Content/images/sem-foto.jpg,Vesta Imóveis ,28813,13
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-d-1004587,https://img.dfimoveis.com.br/fotos/1004587/bfbad82482bcbdba4a33b50c98b6133f.jpg?format=webp,Super Destaque,"SQNW 103 Bloco D, NOROESTE, BRASILIA",,SQNW 103 LE PARC APARTAMENTO 2 QUARTOS  FRENTE AO PARQUE  2 VAGAS  NOVO  E PRONTO NOROESTE,1.693.429,86 m²,"86 m², 2 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/1376/100x68/6d248cb3dcfc231ff58e8e76aa99492b.png?format=webp,Coelho Imóveis Consultoria Prime,25138,13
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-crnw-710-1017257,https://img.dfimoveis.com.br/fotos/1017257/9fd662cb9e4c1519ac1231b36e4ff3ed.webp?format=webp,,"CRNW 710, NOROESTE, BRASILIA",,,650.000,33 m²,"33 m², 1 Quarto, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/2648/100x68/60587c48a7d10742049d8c8db8a6c39d.jpg?format=webp,Daleprane Inteligência Imobiliária,25937,13
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-108-1014366,https://img.dfimoveis.com.br/fotos/1014366/368537d77b24f76b1704d948bf765d81.jpg?format=webp,,"SQNW 108, NOROESTE, BRASILIA",,SQNW 311 Bloco G,1.168.000,73 m²,"73 m², 2 Quartos, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/1483/100x68/23efbe0b78c29360a06943e4807d0048.png?format=webp,Suprema Imobiliária,7626,13
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-103-1036954,https://img.dfimoveis.com.br/fotos/1036954/ce829ca8b1d3dd3b82b43d75d02b8864.jpg?format=webp,,"SQNW 103, NOROESTE, BRASILIA",,Três suítes que oferecem conforto e privacidade!  Cobertura com lazer completo e vista deslumbrante no Noroeste.,2.500.000,139 m²,"139 m², 3 Quartos, 3 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/4905/100x68/02c9087c108e099a9f341eb8838e6084.png?format=webp,Eudes Nunes,10998,13
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-310-1000722,https://img.dfimoveis.com.br/fotos/1000722/c9691c69d4d2c7ae0cbe123d5d049c66.jpg?format=webp,,"SQNW 310, NOROESTE, BRASILIA",,,3.190.000,234 m²,"234 m², 3 Quartos, 1 Suíte, 3 Vagas",https://img.dfimoveis.com.br/logos/3739/100x68/99fb93eb58d1f13c5620ba7d9b45810f.jpg?format=webp,Renova Imob,26699,13
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-g-1038779,https://img.dfimoveis.com.br/fotos/1038779/069e84eccd10590d661ef7f8912cdd47.jpg?format=webp,,"SQNW 110 Bloco G, NOROESTE, BRASILIA",,"SQNW 110, Apartamento novo com 2 quartos à venda, Noroeste, DF",1.190.000,83 m²,"83 m², 2 Quartos, 2 Suítes, 1 Vaga",https://img.dfimoveis.com.br/logos/102/100x68/6aae7cd154936e872a4b67d6a116b21e.png?format=webp,Coemi Imóveis ,3545,13
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-d-933956,https://img.dfimoveis.com.br/fotos/933956/cedd4c83b7be64a00037680d7e5b24f6.jpg?format=webp,,"SQNW 109 Bloco D, NOROESTE, BRASILIA",,,1.560.000,100 m²,"100 m², 3 Quartos, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/181/100x68/46bdca6a9f3d42acc8abcf46b96e9b8a.jpg?format=webp,PaulOOctavio,1700,13
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-j-1031978,https://img.dfimoveis.com.br/fotos/1031978/e5f2b5aec7e0b0de14c19901e8884e00.jpg?format=webp,,"SQNW 109 Bloco J, NOROESTE, BRASILIA",,COBERTURA COM PISCINA,2.290.000,157 m²,"157 m², 2 Quartos, 2 Suítes, 3 Vagas",https://img.dfimoveis.com.br/logos/249/100x68/88256e79901af3e51516486e17944729.jpg?format=webp,Cláudio Corretor de Imóveis,12027,13
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-106-bloco-c-916569,https://img.dfimoveis.com.br/fotos/916569/900a600391cf945fa1e31c29d3bc1da7.jpg?format=webp,,"SQNW 106 Bloco C, NOROESTE, BRASILIA",,,3.102.975,200 m²,"200 m², 4 Quartos, 4 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/1737/100x68/99fc7f39920533ad5aa4e6bf203cdd7c.jpg?format=webp,Silvio Assessoria Imobiliária,22714,13
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-310-bloco-e-949680,https://img.dfimoveis.com.br/fotos/949680/298408919c840a1ef502a2415c7650d6.jpg?format=webp,,"SQNW 310 Bloco E, NOROESTE, BRASILIA",,"- 2 Suites - Pronto- Visite decorado!! 2 suites, 1 vaga e deposito!!",1.274.255,74 m²,"74 m², 2 Quartos, 2 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/625/100x68/c8e697ec410f31edfc7984b179b2d391.jpg?format=webp,Multiplic Imóveis,20111,13
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-108-bloco-f-1043072,https://img.dfimoveis.com.br/fotos/1043072/4c84d63f64e697506c99cb059a3e3593.jpg?format=webp,,"SQNW 108 Bloco F, NOROESTE, BRASILIA",,83m2 - suíte ampla com janelas de chão ao teto - varanda gourmet - 2 vagas,1.260.000,83 m²,"83 m², 2 Quartos, 1 Suíte, 2 Vagas",https://www.dfimoveis.com.br/Content/images/sem-foto.jpg,Alexandro Ribeiro de Jesus,22325,13
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-104-bloco-i-1029835,https://img.dfimoveis.com.br/fotos/1029835/645ebbc309e363ce3296e213a598088e.jpg?format=webp,,"SQNW 104 Bloco I, NOROESTE, BRASILIA",,", Residencial Primus Apartamento com 2 quartos, 1 suíte, 2 vagas de garagem e reformado à venda no Noroeste",1.350.000,88 m²,"88 m², 2 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/26/100x68/969d8019c36c3312770027e56ff20ca5.jpg?format=webp,Beiramar Imóveis,9486,13
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-111-bloco-i-888033,https://img.dfimoveis.com.br/fotos/888033/b4db278bf0503e29875749ccff55de78.jpg?format=webp,,"SQNW 111 Bloco I, NOROESTE, BRASILIA",,VISTA LIVRE,4.700.000,385 m²,"385 m², 3 Quartos, 3 Suítes, 6 Vagas",https://img.dfimoveis.com.br/logos/377/100x68/6c03a8f35739296beddc6d66ca3964fc.jpg?format=webp,Marcos França,5827,13
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-sqnw-109-bloco-j-1030882,https://img.dfimoveis.com.br/fotos/1030882/55f2160b19647b614d083ab03d131381.jpg?format=webp,Assinado MARIANA SABINO,"SQNW 109 Bloco J, NOROESTE, BRASILIA",,APARTAMENTO 1 QUARTO SQNW 311 NOROESTE 2 VAGAS NA GARAGEM 6 ANDAR,780.000,50 m²,"50 m², 1 Quarto, 2 Vagas",https://img.dfimoveis.com.br/logos/1953/100x68/ce68c22cc7cf111a15bf5d5abc82a7dd.png?format=webp,Verity Prime Imóveis ,25286,13
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-h-1018727,https://img.dfimoveis.com.br/fotos/1018727/7a6d50d0af54fc9e87262be07ac8e409.jpg?format=webp,,"SQNW 103 Bloco H, NOROESTE, BRASILIA",,"SQNW 103, Bloco G, Localização Privilegiada, 3 Quartos (1 Suíte - Master), Sala Ampla, Área de Servi",1.820.000,101 m²,"101 m², 3 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/1657/100x68/60257b236abe8ab433fb6bda91e6d5c8.jpg?format=webp,Simóvel,6041,13
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-crnw-510-bloco-a-lote-4-996601,https://img.dfimoveis.com.br/fotos/996601/1cdd9b1e9c14284e263b3633ecfede15.jpg?format=webp,Assinado COL ENGENHARIA,"CRNW 510 Bloco A Lote 4, NOROESTE, BRASILIA",,Studios Copenhague IMOVEL LANÇAMENTO,428.000,30 m²,"30 m², 1 Quarto, 1 Vaga",https://img.dfimoveis.com.br/logos/4347/100x68/3db80e8d398f4de37cc3d5d5479862a6.png?format=webp,Soma Imóveis,26903,13
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-106-bloco-a-916282,https://img.dfimoveis.com.br/fotos/916282/624d8ced09272f1d8c36b0a50ce25302.jpg?format=webp,,"SQNW 106 Bloco A, NOROESTE, BRASILIA",,,3.102.975,200 m²,"200 m², 4 Quartos, 4 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/1663/100x68/2bc6f28923207d296eafb43ca2783505.png?format=webp,JMD Corretora Imobiliária,14107,13
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-crnw-510-bloco-b-lote-5-947532,https://img.dfimoveis.com.br/fotos/947532/399eeed80c46fbb48c6338ef846a4c30.jpg?format=webp,Super Destaque,"CRNW 510 Bloco B Lote 5, NOROESTE, BRASILIA",,,626.000,46 m²,"46 m², 1 Quarto, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/1066/100x68/4d9cd8a5e8b0710a17644c2615616133.jpg?format=webp,Sueli de Castro Negócios Imobiliários,17420,13
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-106-bloco-d-1056360,https://img.dfimoveis.com.br/fotos/1056360/06961c3acfb0282615b4bcd7f68b27f5.jpg?format=webp,,"SQNW 106 Bloco D, NOROESTE, BRASILIA",,"Parque das Gardênias vazado, vista livre Parque Burle Marx, 4 suítes revertidas em 3 com 2 banheiros na suíte master,",2.850.000,165 m²,"165 m², 3 Quartos, 3 Suítes, 3 Vagas",https://img.dfimoveis.com.br/logos/8499/100x68/3f09d185b1337ce5e62bb7224b3d1deb.png?format=webp,Bekari Imóveis,31362,13
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-g--reserva-mykonos-525727,https://img.dfimoveis.com.br/fotos/525727/c0b3c48ea1409f4d71ad783cf3f3c9d9.jpg?format=webp,,"SQNW 109 Bloco G - Reserva Mykonos, NOROESTE, BRASILIA",,,1.756.939,124 m²,"124 m², 3 Quartos, 1 Suíte, 2 Vagas",https://www.dfimoveis.com.br/Content/images/sem-foto.jpg,Diego Machado,28284,13
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-302-bloco-a-993603,https://img.dfimoveis.com.br/fotos/993603/b88b98328dc2031d4a1ba27f1fbc70bd.jpg?format=webp,,"SQNW 302 Bloco A, NOROESTE, BRASILIA",,Jardins Bougainvilles | 2 SUÍTES - 98243 8383,1.150.000,68 m²,"68 m², 2 Quartos, 2 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/3955/100x68/33d86ad402e869d9c7e3ba77e8a23717.jpg?format=webp,Juliano - My House,10929,13
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-311-bloco-h-808222,https://img.dfimoveis.com.br/fotos/808222/35888ff7b76dcaf31f3b6c1aba524229.jpg?format=webp,,"SQNW 311 Bloco H, NOROESTE, BRASILIA",,,1.620.000,105 m²,"105 m², 3 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/5124/100x68/8e3fc19ff95d563015d195b7ff61e2fc.png?format=webp,Victor Cruz Negócios Imobiliários,27313,13
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-307-bloco-b-756216,https://img.dfimoveis.com.br/fotos/756216/da7876b0d261e011373ce92339e0bae0.jpg?format=webp,Super Destaque,"SQNW 307 Bloco B, NOROESTE, BRASILIA",,VARANDA,1.949.000,129 m²,"129 m², 3 Quartos, 3 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/7025/100x68/87e6c4830c0710e8434fd8e34b9dfffa.jpg?format=webp,Keila Sanches,29669,13
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-g-889062,https://img.dfimoveis.com.br/fotos/889062/d168f529c79f4ae8c7e00d35def939ce.jpg?format=webp,,"SQNW 110 Bloco G, NOROESTE, BRASILIA",,"SQNW 110 - Viverde - Apartamento com 4 dormitórios, 132 m² - venda por R$ 1.950,000,00  - Noroeste -",1.950.000,132 m²,"132 m², 4 Quartos, 2 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/1657/100x68/60257b236abe8ab433fb6bda91e6d5c8.jpg?format=webp,Simóvel,6041,13
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-309-bloco-g-997819,https://img.dfimoveis.com.br/fotos/997819/131c794635cc8641e56e1e2498cbad58.jpg?format=webp,Super Destaque,"SQNW 309 Bloco G, NOROESTE, BRASILIA",,309 NOROESTE,1.670.000,127 m²,"127 m², 3 Quartos, 2 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/2648/100x68/60587c48a7d10742049d8c8db8a6c39d.jpg?format=webp,Daleprane Inteligência Imobiliária,25937,13
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-clnw-2-3-lote-f-942471,https://img.dfimoveis.com.br/fotos/942471/8f5480e1e9d97b09dd729d1bce3bd4f8.jpg?format=webp,Super Destaque,"CLNW 2/3 Lote F, NOROESTE, BRASILIA",,"RB One - 34,77m² - 01 suíte - Vaga de garagem - Financiamento - Noroeste",540.000,34 m²,"34 m², 1 Quarto, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/7252/100x68/ed38fca876c39e296ea233e161f687ca.png?format=webp,Quadraimob Revenda,24.900,13
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-303-bloco-h-887337,https://img.dfimoveis.com.br/fotos/887337/770d353929231bbd27449a93845c2250.jpg?format=webp,,"SQNW 303 Bloco H, NOROESTE, BRASILIA",,-  2 QUARTOS LINHA PREMIUM SOLTEC EXCELENTE PADRÃO DE ACABAMENTO,1.195.000,77 m²,"77 m², 2 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/625/100x68/c8e697ec410f31edfc7984b179b2d391.jpg?format=webp,Multiplic Imóveis,20111,13
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-103-980639,https://img.dfimoveis.com.br/fotos/980639/9523c2a5cce8c1af8e19b17155d4d5ff.jpg?format=webp,Super Destaque,"SQNW 103, NOROESTE, BRASILIA",,"Novo, infraestrutura da cobertura coletiva incomparável",2.300.000,145 m²,"145 m², 3 Quartos, 3 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/4690/100x68/c0d5c8d81c805abb8f2439c63f0359a4.jpg?format=webp,Curadoria de Imóveis,24482,14
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-107-1031095,https://img.dfimoveis.com.br/fotos/1031095/b47fee23bccc639b8409e3de85054dd4.jpg?format=webp,Super Destaque,"SQNW 107, NOROESTE, BRASILIA",,,2.080.000,175 m²,"175 m², 2 Quartos, 1 Suíte, 3 Vagas",https://img.dfimoveis.com.br/logos/985/100x68/285cf1679357c36c1e6142d4d2fee2c5.jpg?format=webp,João Moreira,22799,14
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-306-bloco-i-802535,https://img.dfimoveis.com.br/fotos/802535/1c4d5b7bcf8332d50bf90ad2d3d4ba20.jpg?format=webp,,"SQNW 306 Bloco I, NOROESTE, BRASILIA",,,2.100.000,125 m²,"125 m², 3 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/7059/100x68/26d56f1033cb9bcc4ee57803b0d9be52.png?format=webp,BRASAL,11091,14
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-310-1029049,https://img.dfimoveis.com.br/fotos/1029049/ded1829b649aab79a743e713490c5226.jpg?format=webp,,"SQNW 310, NOROESTE, BRASILIA",,SQNW 310 - PERSONA VERSARE - REFORMADA - NASCENTE - VISTA LIVRE - 172M² PRIVATIVA - LAZER NA COBERTU,2.075.000,172 m²,"172 m², 2 Quartos, 1 Suíte, 3 Vagas",https://img.dfimoveis.com.br/logos/815/100x68/4bc1393cedc12d7f0d930f4342c64078.jpg?format=webp,Massuh Imóveis ,24825,14
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-d-919633,https://img.dfimoveis.com.br/fotos/919633/082493fe02674e30ae701fae19c3c994.jpg?format=webp,,"SQNW 103 Bloco D, NOROESTE, BRASILIA",,", REAL LE PARC",1.460.000,80 m²,"80 m², 2 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/4270/100x68/5d40ce78bd42026e2362168252c292f0.png?format=webp,Adeílson Oliveira,11530,14
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-clnw-10-11-lote-c-1055047,https://img.dfimoveis.com.br/fotos/1055047/7b19ea223388ee2e75fb4e32af8e84e4.webp?format=webp,,"CLNW 10/11 Lote C, NOROESTE, BRASILIA",,Excelente apartamento no Edifício Neo Residências Modernas - MOBILIADA – CLNW 10/11,470.000,31 m²,"31 m², 1 Quarto, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/93/100x68/cb1258fb3a48a362682d30742947bb79.jpg?format=webp,Sonia Netimóveis,9182,14
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-108-bloco-g-1055631,https://img.dfimoveis.com.br/fotos/1055631/8251a6461e3f3483dc74808b238d0e0e.jpg?format=webp,,"SQNW 108 Bloco G, NOROESTE, BRASILIA",,"Sqnw 108, Bloco G, Aceita Financiamento,  FGTS.",1.130.000,73 m²,"73 m², 2 Quartos, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/5124/100x68/8e3fc19ff95d563015d195b7ff61e2fc.png?format=webp,Victor Cruz Negócios Imobiliários,27313,14
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-crnw-510-bloco-a-lote-4-994259,https://img.dfimoveis.com.br/fotos/994259/b9cf4e81d2d88ff4884c57e7cf353cbb.jpg?format=webp,Super Destaque,"CRNW 510 Bloco A Lote 4, NOROESTE, BRASILIA",,Studios Copenhague LANÇAMENTO,485.000,33 m²,"33 m², 1 Quarto, 1 Vaga",https://img.dfimoveis.com.br/logos/4347/100x68/3db80e8d398f4de37cc3d5d5479862a6.png?format=webp,Soma Imóveis,26903,14
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-111-bloco-h-996688,https://img.dfimoveis.com.br/fotos/996688/ee42f47580f232908e9124c062634772.jpg?format=webp,,"SQNW 111 Bloco H, NOROESTE, BRASILIA",,,1.900.000,116 m²,"116 m², 3 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/8499/100x68/3f09d185b1337ce5e62bb7224b3d1deb.png?format=webp,Bekari Imóveis,31362,14
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-303-893386,https://img.dfimoveis.com.br/fotos/893386/d2be0a793a409545341c141778c29e27.jpg?format=webp,,"SQNW 303, NOROESTE, BRASILIA",,,1.290.000,77 m²,"77 m², 2 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/1705/100x68/dd01a63b735d34716be060907140307b.png?format=webp,Marcos Corretor,12542,14
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-109-669982,https://img.dfimoveis.com.br/fotos/669982/57c13aac2e3830262e0e9d23270056bc.jpg?format=webp,,"SQNW 109, NOROESTE, BRASILIA",,"NOROESTE, SQNW 109, APARTAMENTO DUPLEX ALTO PADRÃO, 2 SUÍTES + 4 VAGAS E LAZER",2.720.000,220 m²,"220 m², 2 Quartos, 2 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/67/100x68/b2c290b759dc6917cb2349167a1c8874.png?format=webp,Bordalo Imob,23764,14
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-108-bloco-g-989247,https://img.dfimoveis.com.br/fotos/989247/95d9306f1cd705cc222ff114df53b6da.jpg?format=webp,* Imóvel Seguro 29/08/2024,"SQNW 108 Bloco G, NOROESTE, BRASILIA",,Sqnw 108 - Bossa nova - 2 Quartos - 2 Vagas - 73 + 5m² (box) Excelente oportunidade,985.000,72 m²,"72 m², 2 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/3958/100x68/33d86ad402e869d9c7e3ba77e8a23717.jpg?format=webp,Gabriel Silva - My House,26962,14
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-303-bloco-b-1045207,https://img.dfimoveis.com.br/fotos/1045207/5865cbb42ea0d98e3fce4e2b3dfb750c.jpg?format=webp,,"SQNW 303 Bloco B, NOROESTE, BRASILIA",,,3.080.000,197 m²,"197 m², 4 Quartos, 4 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/769/100x68/43703020bac3051ec5b06b34426fb829.png?format=webp,LLorente,5159,14
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-110-863970,https://img.dfimoveis.com.br/fotos/863970/ea05072f3e43997a78558f6a8958b0f3.jpg?format=webp,,"SQNW 110, NOROESTE, BRASILIA",,ARQUITETURA + PERPENDICULAR + SUITE COM VISTA PARQUE BURLEMAX,2.250.000,118 m²,"118 m², 3 Quartos, 3 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/1256/100x68/725236f9685ef6c7a80aeb72e7702cee.png?format=webp,ei imob,21232,14
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-d-832577,https://img.dfimoveis.com.br/fotos/832577/00d00deb3970cd29bbcec07a506594bb.jpg?format=webp,,"SQNW 103 Bloco D, NOROESTE, BRASILIA",,"REAL LE PARC,  REFORMADO ANDAR ALTO LE PARC ANDAR ALTO, COM RMARIOS , VISTA LIVRE",1.400.000,86 m²,"86 m², 2 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/1250/100x68/8f2cae376d20c6fc154e742048834070.png?format=webp,Beth Oliveira,8510,14
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-d-1056896,https://img.dfimoveis.com.br/fotos/1056896/fa6dcb74b48f8d9f57e9a33a3a71ebb9.jpg?format=webp,Super Destaque,"SQNW 103 Bloco D, NOROESTE, BRASILIA",,,2.523.274,168 m²,"168 m², 2 Quartos, 1 Suíte, 3 Vagas",https://www.dfimoveis.com.br/Content/images/sem-foto.jpg,Luana Meireles Gomes,27130,14
/imovel/sala-1-quarto-venda-noroeste-brasilia-df-sqnw-311-bloco-h-797089,https://img.dfimoveis.com.br/fotos/797089/3410da197ba16f4cb866a76a87923435.jpg?format=webp,Super Destaque,"SQNW 311 Bloco H, NOROESTE, BRASILIA",,Lê Quartier - sala comercial - 29m² - localização privilegiada - aceita financiamento - Águas Claras,188.100,28 m²,"28 m², 1 Quarto, 1 Vaga",https://img.dfimoveis.com.br/logos/7252/100x68/ed38fca876c39e296ea233e161f687ca.png?format=webp,Quadraimob Revenda,24.900,14
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-748652,https://img.dfimoveis.com.br/fotos/748652/284089a29b19d68a0ba95d3bd1034cf7.jpg?format=webp,Super Destaque,"SQNW 109, NOROESTE, BRASILIA",,SQNW 109 - 3 QUARTOS - 1 SUÍTE - VISTA LIVRE - NASCENTE,1.680.000,107 m²,"107 m², 3 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/54/100x68/d8ead51afec61956ec532116a3a8352e.jpg?format=webp,Ferola Empreendimentos Imobiliários,11476,14
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-clnw-4-5-lote-h-1045409,https://img.dfimoveis.com.br/fotos/1045409/73c12031bdebd67f33317b9787b3bdb2.jpg?format=webp,,"CLNW 4/5 Lote H, NOROESTE, BRASILIA",,"CLNW 4/5 Ed. Mandarim - 2 quartos único, com vaga de garagem e arquitetura by Crosara",814.900,59 m²,"59 m², 1 Quarto, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/448/100x68/a0feaf67c230c58ed89e15bed7a91b06.jpg?format=webp,E-House Empreendimentos Imobiliários ,12571,14
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-clnw-10-11-lote-b-1038750,https://img.dfimoveis.com.br/fotos/1038750/81f24aebe213bb568cb2d24fb59f0161.jpg?format=webp,Super Destaque,"CLNW 10/11 Lote B, NOROESTE, BRASILIA",,Noroeste Apartamento no Neo Residence - 1 quarto armários garagem,430.000,41 m²,"41 m², 1 Quarto, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/965/100x68/15234116742ad04d39b8dbf5ff99b796.jpg?format=webp,RE/MAX Capital ,24523,14
